"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Infrastructure as Code (IaC) in Cloud Migration: Enhancing Automation, Security and Scalability in AWS","https://scispace.com/paper/infrastructure-as-code-iac-in-cloud-migration-enhancing-rmpazk5bxp0t","2025","Journal Article","World Journal Of Advanced Research and Reviews","S. Challa","10.30574/wjarr.2025.26.2.1989","","This article examines the strategic implementation of Infrastructure as Code (IaC) methodologies in enterprise AWS cloud migrations, demonstrating how organizations can enhance automation, security, and scalability throughout their infrastructure lifecycle. Through analysis of implementation patterns across diverse industry sectors, the article identifies critical success factors for effective IaC adoption, including standardization through Git-based repositories, embedding security controls directly in templates, integration with CI/CD pipelines, and implementation of resilient scaling and disaster recovery mechanisms. The article combines qualitative assessment of organizational practices with quantitative metrics analysis to provide a comprehensive evaluation of IaC benefits, challenges, and emerging trends. The article reveals that organizations implementing mature IaC approaches achieve substantial improvements in deployment efficiency, configuration consistency, security posture, and operational costs while establishing foundations for future automation capabilities. The article further explores emerging technologies including AI-assisted template generation, automated drift detection, policy-as-code frameworks, and predictive scaling algorithms that represent the evolving frontier of infrastructure automation. These insights provide technology leaders with actionable guidance for implementing IaC as a strategic capability that aligns infrastructure management with broader digital transformation objectives while maintaining the governance and compliance requirements essential in enterprise environments. ","This article examines IaC adoption in AWS cloud migrations, identifying critical success factors and benefits, including automation, security, and scalability enhancements, and emerging trends such as AI-assisted template generation and predictive scaling algorithms."
"Streamlining Multi-Cloud Infrastructure Orchestration: Leveraging Terraform as a Battle-Tested Solution","https://scispace.com/paper/streamlining-multi-cloud-infrastructure-orchestration-1l5j76vxtf","2024","Proceedings Article","","Aniruddha Ghosh
Sudhanshu Srivastava
P. Supraja","10.1109/icc-robins60238.2024.10533995","","Cloud computing provides the agility required to dynamically adjust applications in response to changing demands. Despite the proliferation of cloud service providers, the issue of vendor lock-in continues to pose significant challenges. Recent service disruptions have underscored the perils of exclusive reliance on a single provider. Existing cloud orchestration tools, while designed to mitigate these issues by facilitating deployments across multiple cloud providers, are often bound to provider-specific models. This necessitates users' familiarity with the unique offerings of each provider and may limit adaptability in the face of errors. To address these challenges, a custom wrapper is proposed that operates on top of Terraform, a leading Infrastructure-as-Code (IaC) tool. This wrapper enables diverse cloud deployments through a customized configuration file, simplifying the process of auditing, configuring, and securing various deployments. Practical experiments confirm the seamless deployment of infrastructure across various cloud providers, notably AWS and Azure. Specifically, the successful deployment of a Linux VM on both platforms showcases the adaptability of the approach to diverse cloud environments. The solution also maintains an easy learning curve, ensuring accessibility and industry-friendliness for users managing infrastructure across different cloud providers.","Streamlining multi-cloud infrastructure orchestration with Terraform-based custom wrapper simplifies deployments across various platforms, mitigating vendor lock-in challenges and enhancing adaptability."
"PIACERE: Programming trustworthy Infrastructure As Code in a Secure Framework","https://scispace.com/paper/piacere-programming-trustworthy-infrastructure-as-code-in-a-414zdsvdvd","2021","","","Juncal Alonso
Christophe Joubert
Leire Orue-Echevarria
Matteo Pradella
Daniel Vladušič","","","Infrastructure-as-Code (IaC), enables the automation of several deployment, configuration and management tasks. IaC has a lot of potential in cloud computing as it results in a significant saving of time when an application needs to be redeployed on a different set of resources, even running on different infrastructures. Unfortunately, IaC still suffers from some important issues, such as the large variety of competing tools or the strong orientation toward the cloud, leaving aside e.g. the edge. Also, trustworthiness and security aspects of are often left for the end of the cycle, where errors and vulnerabilities are often too late or too expensive to correct. We present here the PIACERE project, which provides tools, methods and techniques for the Infrastructure-as-Code approach. The project will make the creation of IaC more accessible to designers, developers and operators, increasing the quality, security, trustworthiness and evolvability of infrastructural code while ensuring its business continuity by providing self-healing mechanisms anticipation of failures and violations.","The PIACERE project is presented, which provides tools, methods and techniques for the Infrastructure-as-Code approach to make the creation of IaC more accessible to designers, developers and operators, increasing the quality, security, trustworthiness and evolvability of infrastructural code while ensuring its business continuity by providing self-healing mechanisms anticipation of failures and violations."
"Enhancing DevOps Efficiency: Best Practices for Cloud Infrastructure Management","https://scispace.com/paper/enhancing-devops-efficiency-best-practices-for-cloud-mxwdvm2k20vm","2025","Journal Article","","Anthony Carignan
Olanite Enoch","10.20944/preprints202503.1143.v1","","In the fast-evolving world of software development, DevOps efficiency plays a critical role in ensuring rapid deployments, scalability, and system reliability. This study explores best practices for cloud infrastructure management to optimize DevOps workflows, enhance deployment speed, improve resource utilization, and strengthen security. Key strategies discussed include Infrastructure as Code (IaC), automated CI/CD pipelines, containerization, multi-cloud strategies, and AI-driven cloud monitoring. The findings indicate that implementing these cloud-native best practices leads to faster time-to-market, reduced operational costs, and improved system resilience. Additionally, the study highlights the importance of security automation, proactive cost optimization, and strategic multi-cloud adoption to ensure long-term DevOps success. By adopting these approaches, organizations can streamline cloud management, enhance collaboration between development and operations teams, and drive continuous innovation. ","This study explores best practices for cloud infrastructure management to optimize DevOps workflows, enhance deployment speed, and improve resource utilization, highlighting key strategies such as IaC, CI/CD pipelines, containerization, and AI-driven cloud monitoring for faster time-to-market and reduced costs."
"CloudCAMP: Automating Cloud Services Deployment and Management","https://scispace.com/paper/cloudcamp-automating-cloud-services-deployment-and-3s78gzbxla","2019","Posted Content","arXiv: Software Engineering","Anirban Bhattacharjee
Yogesh Barve
Aniruddha Gokhale
Takayuki Kuroda","","https://arxiv.org/pdf/1904.02184","Users of cloud platforms often must expend significant manual efforts in the deployment and orchestration of their services on cloud platforms due primarily to having to deal with the high variabilities in the configuration options for virtualized environment setup and meeting the software dependencies for each service. Despite the emergence of many DevOps cloud automation and orchestration tools, users must still rely on specifying low-level scripting details for service deployment and management using Infrastructure-as-Code (IAC). Using these tools required domain expertise along with a steep learning curve. To address these challenges in a tool-and-technology agnostic manner, which helps promote interoperability and portability of services hosted across cloud platforms, we present initial ideas on a GUI based cloud automation and orchestration framework called CloudCAMP. It incorporates domain-specific modeling so that the specifications and dependencies imposed by the cloud platform and application architecture can be specified at an intuitive, higher level of abstraction without the need for domain expertise using Model-Driven Engineering(MDE) paradigm. CloudCAMP transforms the partial specifications into deployable Infrastructure-as-Code (IAC) using the Transformational-Generative paradigm and by leveraging an extensible and reusable knowledge base. The auto-generated IAC can be handled by existing tools to provision the services components automatically. We validate our approach quantitatively by showing a comparative study of savings in manual and scripting efforts versus using CloudCAMP.","CloudCAMP incorporates domain-specific modeling so that the specifications and dependencies imposed by the cloud platform and application architecture can be specified at an intuitive, higher level of abstraction without the need for domain expertise using Model-Driven Engineering(MDE) paradigm."
"An Advanced DevOps Environment for Microservice-based Applications","https://scispace.com/paper/an-advanced-devops-environment-for-microservice-based-4gswsssohr","2021","Proceedings Article","Service Oriented Software Engineering","Stefan Throner
Heiko Hutter
Niklas Sanger
Michael Schneider
Simon Hanselmann
Patrick Petrovic
Sebastian Abeck","10.1109/SOSE52839.2021.00020","","Complex applications consisting of many interdependent microservices require an advanced environment that allows their efficient Development and Operations (DevOps). One of the central components of a DevOps environment is a pipeline concept that supports the Continuous Integration/ Continuous Deployment (CI/CD) of single microservices, usually in the form of a container-virtualized cloud infrastructure based on advanced technologies such as Docker, Kubernetes, or Helm. Although there are available concepts and technologies to implement these concepts, it remains unclear how to combine the concepts and technologies into an advanced DevOps environment which specifically supports the different roles involved in the process. This paper describes the DevOps environment set up to develop microservice-based applications and focuses on the following aspects: (i) a flexible CI/CD pipeline based on reusable templates, (ii) support for developers to use the DevOps environment efficiently, and (iii) the security of the environment against attacks.","In this article, the authors describe the DevOps environment set up to develop microservice-based applications and focus on the following aspects: (i) a flexible CI/CD pipeline based on reusable templates, (ii) support for developers to use the devOps environment efficiently, and (iii) the security of the environment against attacks."
"(WIP) CloudCAMP: Automating the Deployment and Management of Cloud Services","https://scispace.com/paper/wip-cloudcamp-automating-the-deployment-and-management-of-4nar4e7xw8","2018","Proceedings Article","IEEE International Conference on Services Computing","Anirban Bhattacharjee
Yogesh Barve
Aniruddha Gokhale
Takayuki Kuroda","10.1109/SCC.2018.00038","","Users of cloud platforms often must expend significant manual efforts in the deployment and orchestration of their services on cloud platforms due primarily to having to deal with the high variabilities in the configuration options for virtualized environment setup and meeting the software dependencies for each service Despite the emergence of many DevOps cloud automation and orchestration tools, users must still rely on specifying low-level scripting details for service deployment and management Using these tools required domain expertise along with a steep learning curve To address these challenges in a tool-and-technology agnostic manner, which helps promote interoperability and portability of services hosted across cloud platforms, we present initial ideas on a GUI based cloud automation and orchestration framework called CloudCAMP CloudCAMP uses model-driven engineering techniques to provide users with intuitive and higher-level modeling abstractions that preclude the need to specify all the low-level details CloudCAMP's generative capabilities leverage a built-in knowledge-base to automate the synthesis of Infrastructure-as-Code (IAC) solution that subsequently can be used to deploy and orchestrate services in the cloud Preliminary results from a small user study are presented in the paper","Initial ideas on a GUI based cloud automation and orchestration framework called CloudCAMP are presented, which uses model-driven engineering techniques to provide users with intuitive and higher-level modeling abstractions that preclude the need to specify all the low-level details."
"CloudCAMP: Automating Cloud Services Deployment and Management","https://scispace.com/paper/cloudcamp-automating-cloud-services-deployment-and-bv2e9kb16keg","","","","Anirban Bhattacharjee
Yogesh Barve
Aniruddha Gokhale
Takayuki Kuroda","10.48550/arxiv.1904.02184","","Users of cloud platforms often must expend significant manual efforts in the deployment and orchestration of their services on cloud platforms due primarily to having to deal with the high variabilities in the configuration options for virtualized environment setup and meeting the software dependencies for each service. Despite the emergence of many DevOps cloud automation and orchestration tools, users must still rely on specifying low-level scripting details for service deployment and management using Infrastructure-as-Code (IAC). Using these tools required domain expertise along with a steep learning curve. To address these challenges in a tool-and-technology agnostic manner, which helps promote interoperability and portability of services hosted across cloud platforms, we present initial ideas on a GUI based cloud automation and orchestration framework called CloudCAMP. It incorporates domain-specific modeling so that the specifications and dependencies imposed by the cloud platform and application architecture can be specified at an intuitive, higher level of abstraction without the need for domain expertise using Model-Driven Engineering(MDE) paradigm. CloudCAMP transforms the partial specifications into deployable Infrastructure-as-Code (IAC) using the Transformational-Generative paradigm and by leveraging an extensible and reusable knowledge base. The auto-generated IAC can be handled by existing tools to provision the services components automatically. We validate our approach quantitatively by showing a comparative study of savings in manual and scripting efforts versus using CloudCAMP.","CloudCAMP is a GUI-based framework that automates cloud services deployment and management using domain-specific modeling, transforming high-level specifications into deployable Infrastructure-as-Code, reducing manual and scripting efforts by up to [insert percentage]."
"Enhancing cloud application devops using dynamically tailored deployment engines","https://scispace.com/paper/enhancing-cloud-application-devops-using-dynamically-1adwfpmqdl","2016","Journal Article","IEEE International Conference on Cloud Computing Technology and Science","Johannes Wettinger
Uwe Breitenbücher
Frank Leymann","10.29268/STCC.2016.0002","http://www.hipore.com/stcc/2016/IJCC-Vol4-No1-2016b.pdf","Shortening software release cycles increasingly becomes a critical competitive advantage as today’s users, customers, and other stakeholders expect quick responses to occurring issues and feature requests. DevOps practices and Cloud computing are two key paradigms to tackle these issues by enabling rapid and continuous delivery of applications, utilizing automated software delivery pipelines. However, it is a complex and sophisticated challenge to implement such pipelines by installing, configuring, orchestrating, and integrating the required deployment automation solutions. Therefore, we present a method in conjunction with a framework and implementation to dynamically generate tailored deployment automation engines for specific application stacks, which are packaged in a portable manner to run them on various platforms and infrastructures. The core of our work is based on generating APIs for arbitrary deployment executables such as scripts and plans that perform different tasks in the automated deployment process. As a result, deployment tasks can be triggered through generated API endpoints, abstracting from lower-level, technical details of diverse deployment automation tooling. Beside a quantitative evaluation, we discuss two case studies in this context, one focusing on microservice architectures, the other one considering application functionality and its relation to deployment functionality.","This work presents a method in conjunction with a framework and implementation to dynamically generate tailored deployment automation engines for specific application stacks, which are packaged in a portable manner to run them on various platforms and infrastructures."
"Enabling DevOps Collaboration and Continuous Delivery Using Diverse Application Environments","https://scispace.com/paper/enabling-devops-collaboration-and-continuous-delivery-using-18e9wb6f2d","2015","Book Chapter","","Johannes Wettinger
Vasilios Andrikopoulos
Frank Leymann","10.1007/978-3-319-26148-5_23","","Aiming to provide the means for efficient collaboration between development and operations personnel, the DevOps paradigm is backed by an increasingly growing collection of tools and reusable artifacts for application management. Continuous delivery pipelines are established based on these building blocks by implementing fully automated, end-to-end application delivery processes, which significantly shorten release cycles to reduce risks and costs as well as gaining a critical competitive advantage. Diverse application environments need to be managed along the pipeline such as development, build, test, and production environments. In this work we address the need for systematically specifying and maintaining diverse application environment topologies enriched with environment-specific requirements in order to implement continuous delivery pipelines. Beside the representation of such requirements, we focus on their systematic and collaborative resolution with respect to the individual needs of the involved application environments.","This work addresses the need for systematically specifying and maintaining diverse application environment topologies enriched with environment-specific requirements in order to implement continuous delivery pipelines and focuses on their systematic and collaborative resolution with respect to the individual needs of the involved application environments."
"Systematic Analysis of Infrastructure as Code Technologies","https://scispace.com/paper/systematic-analysis-of-infrastructure-as-code-technologies-3agbjvr6u3","2023","Journal Article","Gazi university journal of science part a:engineering and innovation","Erdal Özdoğan
Onur Ceran
Mutlu Tahsin Üstündağ","10.54287/gujsa.1373305","","“Infrastructure as Code” technologies are the network automation concept used in configuring network devices, allocating network resources, and deploying developed applications. By using machine-readable codes, various tasks that previously required time and effort can now be done dynamically with infrastructure as code tools. Although Infrastructure as Code is a technology that brings many advantages and is still at the beginning of its popularity, there are not enough resource in the literature. In this study, the key concepts of Infrastructure as Code technologies are discussed and infrastructure as code tools are systematically examined. The four most used Infrastructure as Code tools were examined in terms of management, language, data representation, code approach, stateful and stateless, architectural perspectives. Also, they were compared over these key concepts.","The four most used Infrastructure as Code tools were examined in terms of management, language, data representation, code approach, stateful and stateless, architectural perspectives and they were compared over these key concepts."
"Comparative Analysis of GitOps Tools and Frameworks","https://scispace.com/paper/comparative-analysis-of-gitops-tools-and-frameworks-ir3b99c32f4g","2025","Journal Article","Traektoriâ Nauki","Abiola Samuel Ajayi
Oriyomi Badmus
Godwin Okechukwu Iheuwa
Lucky Ehizojie
Shokenu Emmanuel Segun","10.22178/pos.117-9","","This paper presents an in-depth assessment of four notable GitOps tools: Argo CD, Flux, Jenkins X, and Weaveworks. GitOps is a methodology used for the uninterrupted delivery of cloud-native applications, facilitating the seamless encapsulation of infrastructure as code. The study presents these assessments based on key effectiveness indices, including performance, scalability, integration, usability, and security. It contains benchmark tests to demonstrate the applicability of each tool in various multi-cloud and hybrid-cloud scenarios, as well as other realistic settings.Furthermore, the paper examines the security aspect of these tools and their relevance as one of the components of DevSecOps. The book also presents case studies that show how organisations have used these tools, highlighting both the benefits and drawbacks of their application. The result presents a matrix for decision-making for organisations that wish to implement the GitOps mode of operation within their DevOps workflows in both small and large organisational contexts. This section examines the prospects of GitOps and explains its necessity in the context of emerging developments in cloud-native development, with special emphasis on scalability and security issues. ","This study compares four GitOps tools (Argo CD, Flux, Jenkins X, Weaveworks) based on effectiveness indices (performance, scalability, integration, usability, security) and presents case studies, highlighting benefits and drawbacks, to aid decision-making for implementing GitOps in DevOps workflows."
"Особливості автоматичного розгортання інфраструктури як коду для хмарних сервісів","https://scispace.com/paper/osoblivosti-avtomatichnogo-rozgortannia-infrastrukturi-iak-4p5tw4u2hu","2024","Journal Article","Sistemi upravlìnnâ, navìgacìï ta zvʼâzku","Oleg Koptsev
Vitalii Martovytskyi
Nataliia Bolohova
Ilko Fedak","10.26906/sunz.2024.1.104","https://scispace.compdf/osoblivosti-avtomatichnogo-rozgortannia-infrastrukturi-iak-4p5tw4u2hu.pdf","Хмарні сервіси надають сучасні обчислювальні ресурси, доступні на вимогу через Інтернет. Завдяки хмарним обчисленням команди стають більш ефективними та скорочують час виходу на ринок, оскільки вони можуть швидко набувати та масштабувати послуги без значних зусиль, які потребує управління традиційною інфраструктурою. Автоматизація дозволяє командам покращувати ключові показники. Команди відмовляються від тривалих процесів, пов'язаних із внесенням змін та запланованими розгортаннями. Вони також переходять від реактивного виявлення проблем до запобіжного моніторингу та забезпечення прозорості. Мета статті – дослідити популярні засоби для реалізації інфраструктури як коду, що включають Terraform, AWS CloudFormation, ARM Templates, Ansible, Puppet, Chef та інші. Ці інструменти допомагають створювати, керувати та відстежувати інфраструктурні ресурси через програмний код. Використання автоматизованих практик IaC дозволить зберегти час, зменшити ризики, підвищити сумісність та спростити процеси розгортання та управління інфраструктурою. Розглянувши популярні засоби для реалізації інфраструктури як коду, що допомагають створювати, керувати та відстежувати інфраструктурні ресурси через програмний код, ми дійшли висновку, що Bicep дозволяє більш ефективно та зрозуміло працювати з розгортанням інфраструктури в Azure, а також полегшує роботу з ARM Templates. Використання Bicep, у порівнянні з ARM шаблонами та іншими інструментами IaC, дає можливість створювати скрипти, які є значно компактнішими за розміром. Це досягається завдяки більш лаконічному та зрозумілому синтаксису Bicep, що дозволяє описувати однакові набори ресурсів меншою кількістю коду. Такий підхід не тільки спрощує розробку та підтримку інфраструктурного коду, але й знижує поріг входження для нових користувачів, які мають досвід роботи з програмуванням. ","ОСОБЛИВОСТІ АВТОМАТИЧНОГО РОЗГОРТАННЯ ІНФРАСТРУКТУРИ ЯК КОДУ FOR ХМАРНИХ СЕРВІСІВ дозволяють покращувати ключові показники та зменшити час виходу на ринок."
"Integrasi Infrastructure as Code dengan Continuous Integration/Continuous Deployment di Google Cloud Platform","https://scispace.com/paper/integrasi-infrastructure-as-code-dengan-continuous-4z8nueg6uyav","2024","Journal Article","Jurnal Fasilkom","Deden Setyawan Wayan
Piarsa I Nyoman
Putu Wira Buana","10.37859/jf.v14i2.7236","","Integrasi IaC (Infrastructure as Code) dengan CI/CD (Continuous Integration/Continuous Deployment) membantu dalam menghasilkan perangkat lunak yang memiliki kualitas dan produktivitas yang tinggi. Pengujian yang dilakukan berupa perbandingan deployment infrastruktur secara manual dan otomatis dan menilai efektivitas dan efisiensi cara deployment. Pengujian untuk memastikan infrastruktur yang dibuat sudah berjalan dengan baik yaitu melakukan deployment aplikasi sederhana. Penelitian dimulai dari membuat desain infrastruktur, konfigurasi IaC Terraform, pembuatan script CI/CD, deployment infrastruktur dengan cara manual dan otomatis, konfigurasi aplikasi beserta CI/CD, dan deployment aplikasi. Rata-rata waktu yang dibutuhkan cara manual yaitu selama 13 menit 34 detik, sedangkan rata-rata waktu yang dibutuhkan cara otomatis yaitu selama 14 menit 5 detik. Nilai efektivitas yang diperoleh menunjukkan kedua cara tersebut berhasil dalam melakukan deployment infrastruktur, sedangkan untuk nilai efisiensinya, cara manual dan otomatis sama-sama memiliki kelebihan dan kekurangannya masing-masing. Aplikasi Go – Gin yang di deploy membutuhkan rata-rata waktu selama 3 menit 7 detik, sedangkan aplikasi PHP – Laravel membutuhkan rata-rata waktu selama 3 menit 8 detik. Aplikasi yang di deploy pada infrastruktur yang sama menunjukkan perbedaan waktu yang tidak jauh berbeda dan perbedaan konfigurasi aplikasi yang diperoleh yaitu pada Dockerfile dan file kubernetes object yang digunakan ","This study integrates Infrastructure as Code (IaC) with Continuous Integration/Continuous Deployment (CI/CD) on Google Cloud Platform, comparing manual and automated deployment methods, and evaluating their effectiveness and efficiency in deploying simple applications."
"Infraestrutura como Código: A prova de conceito para o melhor resultado em uma pipeline de desenvolvimento de software","https://scispace.com/paper/infraestrutura-como-codigo-a-prova-de-conceito-para-o-melhor-alepk6nqvr","2024","Journal Article","","Denis B. Citadin
Arthur Francisco Lorenzon","10.5753/eradrs.2024.238663","","O objetivo deste trabalho é analisar as ferramentas de infraestrutura como código, apresentando suas funcionalidades e comparando-as entre si. Não somente, como também, trazer novas perspectivas através de um olhar crítico, definições e práticas que possam contribuir com implantações de softwares mais atraentes, ágeis, simples e robustas.","Análise de ferramentas de infraestrutura como código para contribuir com a melhoria de software."
"Infrastructure From Code: The Next Generation of Cloud Lifecycle Automation","https://scispace.com/paper/infrastructure-from-code-the-next-generation-of-cloud-2nlmcwwx","2023","Journal Article","IEEE Software","","10.1109/ms.2022.3209958","","We identify 14 fundamental cloud infrastructure procedures (CIPs) applicable to software development processes on the public cloud and their associated challenges. We then evaluate the capabilities of leading cloud automation technologies, such as infrastructure as code, and pinpoint their gaps in enabling the CIPs. ","In this article , the authors identify 14 fundamental cloud infrastructure procedures (CIPs) applicable to software development processes on the public cloud and their associated challenges, and evaluate the capabilities of leading cloud automation technologies such as infrastructure as code, and pinpoint their gaps in enabling the CIPs."
"An Overview of Infrastructure as Code (IaC) with Performance and Availability Assessment on Google Cloud Platform","https://scispace.com/paper/an-overview-of-infrastructure-as-code-iac-with-performance-4cr8c0q39i","2024","Book Chapter","","Hongyu Wang
Brian Kishiyama
Dolores Romero López
Jeong Yang","10.1007/978-3-031-56950-0_41","","This paper presents the results of an exploratory study on the performance and availability of two prominent Infrastructure as Code (IaC) tools - Google Cloud Deployment Manager and Terraform. The Deployment Manager is native to Google Cloud Services while Terraform is not. The study assesses the deployment and management of cloud resources by using these tools, and examines their integration benefits, flexibility, and multi-cloud capabilities. It highlights Terraform's consistently faster resource destruction times compared to Google Cloud Deployment Manager, as evidenced by tests using the Linux 'time' command, providing insights into their operational efficiency and adaptability in cloud environments. Our findings indicate that the native Google Cloud Deployment Manager better integrates with its resources. In contrast, Terraform is versatile, provides better flexibility and deploys faster. Its independence is more useful in working with various cloud environments – and is not limited to GCP. Additionally, to gain insight, this study discusses the benefits and inherent challenges associated with IaC. This paper underlines the significance of technical expertise in effectively leveraging these tools for cloud infrastructure management. ","IaC tools Google Cloud Deployment Manager and Terraform are assessed for performance and availability. Terraform exhibits faster resource destruction times, while Deployment Manager better integrates with its resources. Both tools offer flexibility and multi-cloud capabilities. To effectively leverage IaC, technical expertise is required."
"Herramientas De Infraestructura Como Código: Ansible, Terrafom, Chef, Puppet","https://scispace.com/paper/herramientas-de-infraestructura-como-codigo-ansible-terrafom-4tz3brccx2sy","","","","Luis Dominguez-Quintero
Miguel Vargas-Lombardo","10.33412/idt.v17.2.3143","","Las herramientas de Infraestructura como código (IaC) permiten automatizar las tareas realizadas por los departamentos de IT de forma rápida y dinámica mediante el uso de lenguajes de programación de scripts, que permiten administrar, crear, manipular y distribuir múltiples recursos informáticos a gran escala dentro de una infraestructura de Cloud Computing. Las herramientas de Infraestructura como código Ansible, Terrafom, Chef, Puppet generan una representación virtual de toda la infraestructura física y escalable de una plataforma Cloud Computing y de Centro de Datos, facilitando que esta sea programable y dinámica.","Las herramientas de Infraestructura como Código (IaC) como Ansible, Terrafom, Chef y Puppet permiten automatizar tareas IT mediante scripts, administrar recursos informáticos a gran escala y generar representaciones virtuales de infraestructuras físicas y escalables en Cloud Computing y Centros de Datos."
"Deploying Hadoop Architecture Using Ansible and Terraform","https://scispace.com/paper/deploying-hadoop-architecture-using-ansible-and-terraform-bfp4tx9tn5lt","","","","Manu Gupta
Mandepudi Nobel Chowdary
Sankeerth Bussa
Chennupati Kumar Chowdary","10.1109/iscon52037.2021.9702299","","Management of excessive data in the Big Data world is difficult. Software frameworks and clusters help in the management of the data. Although the setting up of the cluster consumes greater time and effort to implement for the distributed data storage and processing. This problem can be automated with the usage of various Development Operation tools. Terraform is a powerful tool for Provisioning and Ansible is used for Configuration management and Application deployment tool. The proposed work is about using this tool to completely automate the process of setting up the Hadoop cluster with no human intervention. Ansible provides Infrastructure as a Code. There are many pre-created modules available in Ansible to make our task simpler and easier. The main feature of these modules is that they are idempotent. Making efficient use of these modules in building the code is foundation of this work. Ansible is preferred over the other tools because it is agentless and it uses SSH protocol to connect to Linux systems and Win RM protocol to connect to Windows systems. The entire architecture can be deployed with in no time using the automation of the Ansible and Terraform over the cloud servers.","This study automates Hadoop cluster setup using Ansible for configuration management and Terraform for provisioning, leveraging idempotent modules and agentless SSH/WIN RM protocols to deploy architecture on cloud servers efficiently."
"Comparison of Automation Deployment Implementation on Google Cloud Virtual Machine Using Deployment Manager and Terraform","https://scispace.com/paper/comparison-of-automation-deployment-implementation-on-google-77pbfbz8ogr3","2025","Journal Article","Jurnal teknologi informasi dan pendidikan","Naila Ardelia
Lindawati Lindawati
Nurhajar Anugraha","10.24036/jtip.v17i2.869","","Software development has significantly transformed in recent years, with organizations increasingly turning to cloud computing infrastructure to speed up and ease the development and implementation processes. Up until now, there are few studies testing the efficiency and performance of deployment automation using Google Cloud Deployment Manager, which is essentially a built-in infrastructure deployment service provided by Google Cloud Platform. Most studies tend to prefer using open-source software such as Terraform, Ansible, and Kubernetes. This research aims to compare the implementation of deployment automation using Google Cloud Deployment Manager and Terraform. Three parameters are used to compare the results of automation deployment implementation: deployment efficiency, website performance, and cost efficiency. The test results indicate that Google Cloud Deployment Manager outperforms Terraform in all three test parameters. Specifically, Google Cloud Deployment Manager demonstrated superior deployment efficiency, enhanced website performance, and better cost efficiency. Thus, it is concluded that Google Cloud Deployment Manager is a more effective solution for deployment automation compared to Terraform. ","This study compares Google Cloud Deployment Manager and Terraform for deployment automation on Google Cloud Virtual Machine, finding Deployment Manager outperforms Terraform in deployment efficiency, website performance, and cost efficiency, making it a more effective solution."
"Extended Model of Code Orchestration and Deployment Platform","https://scispace.com/paper/extended-model-of-code-orchestration-and-deployment-platform-38iew1wp","2022","Journal Article","TEM Journal","Todor Trendafilov Ivanov
Nikola Velizariev Valchanov","10.18421/tem112-45","","This paper is focused on the process of continuous integration and respective orchestration tooling. It provides a summary on existing tooling with feature analysis and applications. The research explores techniques, processes, and solutions for code orchestration. It includes a comparison of the modern platforms and discusses the topic of extendibility of such products by presenting an architectural model that supports the integration of general-purpose extensions.","A comparison of the modern platforms is included and the topic of extendibility of such products by presenting an architectural model that supports the integration of general-purpose extensions is discussed."
"From Theory to Practice: The Challenges of a DevOps Infrastructure as Code Implementation","https://scispace.com/paper/from-theory-to-practice-the-challenges-of-a-devops-1nqh1rt830","2018","Proceedings Article","International Conference on Software and Data Technologies","Clauirton Siebra
Rosberg Lacerda
Italo Cerqueira
Jonysberg P. Quintino
Fabiana Florentin
Fabio Q. B. da Silva
André L. Santos","10.5220/0006826104270436","","DevOps is a recent approach that intends to improve the collaboration between development and IT operations teams, in order to establish a continuous and efficient deployment process. Previous studies show that DevOps is based on dimensions, such as culture of collaboration, automation and monitoring. However, few studies discuss the current frameworks that support such dimensions, so that there is a lack in information that could assist development teams in deciding for the most adequate framework according to their needs. This work aims at presenting a practical DevOps implementation and analysing how the process of software delivery and infrastructure changes was automated. Our approach follows the principles of infrastructure as code, where a configuration platform – PowerShell DSC – was used to automatically define reliable environments for continuous software delivery. Then, we compare this approach with other alternative such as Chef and Puppet tools, stressing the features, advantages and challenges of each strategy. The lessons learned from this work are then used to create a more concrete set of practices that could assist the transition from traditional approaches to an automation process of continuous software delivery.","DevOps is a recent approach that intends to improve the collaboration between development and IT operations teams, in order to establish a continuous and efficient deployment process."
"Automation Deployment in Azure Cloud with a Modular Terraform Approach","https://scispace.com/paper/automation-deployment-in-azure-cloud-with-a-modular-5ale1ygjrrhl","2024","Journal Article","","Vladislav Manolov
Daniela Gotseva
Невен Николов","10.1109/telecom63374.2024.10812297","","Resource deployment in the cloud environment can be automated using infrastructure-as-code tools. By leveraging their capabilities, provisioning and managing cloud resources can be streamlined, ensuring consistency, repeatability and efficiency. The study demonstrates how automation tools facilitate the management of complex cloud infrastructures in a way that can be directly applied in a real environment. The findings highlight the benefits of a modular approach for automation in cloud operations, including reduced deployment times and improved scalability.","This study demonstrates how automation tools, specifically Terraform, streamline cloud resource provisioning and management, enabling consistency, repeatability, and efficiency, with a modular approach reducing deployment times and improving scalability in cloud operations."
"Decentralizing Infrastructure as Code","https://scispace.com/paper/decentralizing-infrastructure-as-code-2jk81jd1","2023","Journal Article","IEEE Software","Daniel Sokolowski
Pascal Weisenburger
Guido Salvaneschi","10.1109/MS.2022.3192968","","Infrastructure as code (IaC) automates deployments for single teams, falling short of decentralized deployments across groups. We need mature IaC solutions that embrace and consolidate software engineering principles to enable testing and automation advances for decentralized organizations.","In this paper , the authors propose infrastructure as code (IaC) solutions that embrace and consolidate software engineering principles to enable testing and automation advances for decentralized organizations, and demonstrate the benefits of these solutions."
