"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"The Implementation of Infrastructure as Code Template for Low-cost Cloud Infrastructure Operations","https://scispace.com/paper/the-implementation-of-infrastructure-as-code-template-for-632edykmmjdm","2024","Journal Article","East African journal of information technology","M. Santhosh Samuel
Okello Jimmy Obira
Sansa Keneth","10.37284/eajit.7.1.2538","","Cloud computing has emerged as a cornerstone of modern business operations, offering unmatched scalability, flexibility, and efficiency. However, migrating IT infrastructure to the cloud presents significant challenges, particularly for organizations with limited budgets, dependency on costly proprietary cloud tools, complex migration procedures, and a lack of technical expertise. These obstacles are especially evident in regions like Africa, where the adoption of cloud solutions remains restricted due to financial and technical barriers. This research tackles these challenges by developing and implementing an Infrastructure as Code (IaC) template tailored for cost-effective cloud infrastructure management, using Microsoft Azure as a case study. The project developed and tested a reusable IaC template using tools like Terraform, Visual Studio Code, and Azure CLI. It optimized costs with a monitoring bash script that was executed on one of the Linux-based virtual machines that was created on the Azure portal during the implementation of IaC and ensured reliability via extensive validation thereby reducing the deployment time and costs by approximately 90% as compared to standard Azure configurations. The proposed solution harnesses open-source tools and industry best practices to streamline cloud resource deployment and management, reducing the reliance on expensive inbuilt services and lowering the technical barriers to cloud adoption. By automating the infrastructure provisioning process, the IaC template enables companies to efficiently manage their cloud environments, optimize costs by approximately 30% on infrastructure management, incur 0% costs on resource monitoring and maintain flexibility. The initiative is focused on empowering businesses in resource-constrained environments to take full advantage of cloud computing capabilities without incurring prohibitive expenses. It addresses key issues such as budget constraints, technical complexities, and inefficient management practices, providing a pathway for wider cloud adoption in economically developing regions. The research contributes valuable insights into how organizations can achieve low-cost, scalable, and efficient cloud infrastructure operations. The findings have the potential to significantly impact cloud technology adoption across various industries, enabling companies, particularly in developing regions, to leverage cloud solutions to enhance their competitiveness and operational efficiency ","This research develops an Infrastructure as Code (IaC) template for cost-effective cloud infrastructure management on Microsoft Azure, leveraging open-source tools and industry best practices to optimize costs, reduce deployment time, and streamline cloud resource deployment and management."
"A Pilot Study of Testing Infrastructure as Code for Cloud Systems","https://scispace.com/paper/a-pilot-study-of-testing-infrastructure-as-code-for-cloud-3xkvnk4c48","2023","Proceedings Article","","Nabhan Suwanachote
Soratouch Pornmaneerattanatri
Yutaro Kashiwa
Kohei Ichikawa
Pattara Leelaprute
Arnon Rungsawang
Bundit Manaskasemsak
Hajimu Iida","10.1109/apsec60848.2023.00075","","Infrastructure as Code (IaC) has become the de-facto standard method for managing cloud resources. Just like general source code (e.g., Java, etc.), infrastructure code also has numerous bugs so it needs to be tested. While several testing frameworks for IaC for cloud systems have been developed in practice, researchers have paid little attention to their testing. This study presents an empirical investigation of the use of tests for IaC for cloud systems. Our empirical results show that (i) 55.2% of the repositories using Terratest have at least one server infrastructure test; (ii) developers often maintain server infrastructure tests (1.7%-11.3% commits out of all the commits); (iii) many repositories have tests for system functionality (28%), deployment (20%), and configuration (17%).","This study presents an empirical investigation of the use of tests for IaC for cloud systems and shows that 55.2% of the repositories using Terratest have at least one server infrastructure test."
"State Reconciliation Defects in Infrastructure as Code","https://scispace.com/paper/state-reconciliation-defects-in-infrastructure-as-code-2wjrj4drla","2024","Journal Article","","Md Mahadi Hassan
John Salvador
Shubhra Kanti Karmaker
Akond Rahman","10.1145/3660790","","In infrastructure as code (IaC), state reconciliation is the process of querying and comparing the infrastructure state prior to changing the infrastructure. As state reconciliation is pivotal to manage IaC-based computing infrastructure at scale, defects related to state reconciliation can create large-scale consequences. A categorization of state reconciliation defects, i.e., defects related to state reconciliation, can aid in understanding the nature of state reconciliation defects. We conduct an empirical study with 5,110 state reconciliation defects where we apply qualitative analysis to categorize state reconciliation defects. From the identified defect categories, we derive heuristics to design prompts for a large language model (LLM), which in turn are used for validation of state reconciliation. From our empirical study, we identify 8 categories of state reconciliation defects, amongst which 3 have not been reported for previously-studied software systems. The most frequently occurring defect category is inventory, i.e., the category of defects that occur when managing infrastructure inventory. Using an LLM with heuristics-based paragraph style prompts, we identify 9 previously unknown state reconciliation defects of which 7 have been accepted as valid defects, and 4 have already been fixed. Based on our findings, we conclude the paper by providing a set of recommendations for researchers and practitioners. ","An empirical study with 5,110 state reconciliation defects is conducted where qualitative analysis is applied to categorize state reconciliation defects and heuristics are derived to design prompts for a large language model (LLM), which in turn are used for validation of state reconciliation."
"When Your Infrastructure Is a Buggy Program: Understanding Faults in Infrastructure as Code Ecosystems","https://scispace.com/paper/when-your-infrastructure-is-a-buggy-program-understanding-2dchxhfdiak6","2024","Journal Article","Proceedings of the ACM on programming languages","Georgios-Petros Drosos
Thodoris Sotiropoulos
Georgios Alexopoulos
Dimitris Mitropoulos
Zhendong Su","10.1145/3689799","","Modern applications have become increasingly complex and their manual installation and configuration is no longer practical. Instead, IT organizations heavily rely on Infrastructure as Code (IaC) technologies, to automate the provisioning, configuration, and maintenance of computing infrastructures and systems. IaC systems typically offer declarative, domain-specific languages (DSLs) that allow system administrators and developers to write high-level programs that specify the desired state of their infrastructure in a reliable, predictable, and documented fashion. Just like traditional programs, IaC software is not immune to faults, with issues ranging from deployment failures to critical misconfigurations that often impact production systems used by millions of end users. Surprisingly, despite its crucial role in global infrastructure management, the tooling and techniques for ensuring IaC reliability still have room for improvement. In this work, we conduct a comprehensive analysis of 360 bugs identified in IaC software within prominent IaC ecosystems including Ansible, Puppet, and Chef. Our work is the first in-depth exploration of bug characteristics in these widely-used IaC environments. Through our analysis we aim to understand: (1) how these bugs manifest, (2) their underlying root causes, (3) their reproduction requirements in terms of system state (e.g., operating system versions) or input characteristics, and (4) how these bugs are fixed. Based on our findings, we evaluate the state-of-the-art techniques for IaC reliability, identify their limitations, and provide a set of recommendations for future research. We believe that our study helps researchers to (1) better understand the complexity and peculiarities of IaC software, and (2) develop advanced tooling for more reliable and robust system configurations. ","This study analyzes 360 bugs in prominent Infrastructure as Code (IaC) ecosystems, identifying bug characteristics, root causes, and reproduction requirements to improve IaC reliability, and provides recommendations for future research and tooling development."
"DOML: A New Modelling Approach to Infrastructure-as-Code","https://scispace.com/paper/doml-a-new-modelling-approach-to-infrastructure-as-code-15oil744","2023","Book Chapter","Lecture Notes in Computer Science","Michele Chiari
Bin Xiang
Galia Novakova Nedeltcheva
Elisabetta Di Nitto
Lorenzo Blasi","10.1007/978-3-031-34560-9_18","","Abstract One of the main DevOps practices is the automation of resource provisioning and deployment of complex software. This automation is enabled by the explicit definition of Infrastructure-as-Code (IaC), i.e., a set of scripts, often written in different modelling languages, which defines the infrastructure and applications to be deployed. We introduce the DevOps Modelling Language (DOML), a new Cloud modelling language for infrastructure deployments. DOML is a modelling approach that can be mapped into multiple IaC languages, addressing infrastructure provisioning, application deployment and configuration at once. The idea behind DOML is to use a single modelling paradigm which can help to reduce the need of deep technical expertise in using different specialised IaC languages. We present the DOML’s principles and discuss the related work on IaC languages. We demonstrate the DOML advantages for the end-user in comparison with state-of-the-art IaC languages such as Ansible, Terraform, and Cloudify, and show its effectiveness through an example. ","The DevOps Modelling Language (DOML) as discussed by the authors is a new Cloud modelling language for infrastructure deployments, which can be mapped into multiple IaC languages, addressing infrastructure provisioning, application deployment and configuration at once."
"A systematic mapping study of infrastructure as code research","https://scispace.com/paper/a-systematic-mapping-study-of-infrastructure-as-code-3mm0kc4tro","2019","Journal Article","Information & Software Technology","Akond Rahman
Rezvan Mahdavi-Hezaveh
Laurie Williams","10.1016/J.INFSOF.2018.12.004","https://arxiv.org/pdf/1807.04872.pdf","Context: Infrastructure as code (IaC) is the practice to automatically configure system dependencies and to provision local and remote instances Practitioners consider IaC as a fundamental pillar to implement DevOps practices, which helps them to rapidly deliver software and services to end-users Information technology (IT) organizations, such as GitHub, Mozilla, Facebook, Google and Netflix have adopted IaC A systematic mapping study on existing IaC research can help researchers to identify potential research areas related to IaC, for example defects and security flaws that may occur in IaC scripts Objective: The objective of this paper is to help researchers identify research areas related to infrastructure as code (IaC) by conducting a systematic mapping study of IaC-related research Method: We conduct our research study by searching five scholar databases We collect a set of 31,498 publications by using seven search strings By systematically applying inclusion and exclusion criteria, which includes removing duplicates and removing non-English and non peer-reviewed publications, we identify 32 publications related to IaC We identify topics addressed in these publications by applying qualitative analysis Results: We identify four topics studied in IaC-related publications: (i) framework/tool for infrastructure as code; (ii) adoption of infrastructure as code; (iii) empirical study related to infrastructure as code; and (iv) testing in infrastructure as code According to our analysis, 500% of the studied 32 publications propose a framework or tool to implement the practice of IaC or extend the functionality of an existing IaC tool Conclusion: Our findings suggest that framework or tools is a well-studied topic in IaC research As defects and security flaws can have serious consequences for the deployment and development environments in DevOps, we observe the need for research studies that will study defects and security flaws for IaC","In this paper, a systematic mapping study of infrastructure as code (IaC) related research was conducted by searching five scholar databases and collecting a set of 31,498 publications by using seven search strings."
"Co-evolution of infrastructure and source code: an empirical study","https://scispace.com/paper/co-evolution-of-infrastructure-and-source-code-an-empirical-ob1dqmqz4y","2015","Proceedings Article","Mining Software Repositories","Yujuan Jiang
Bram Adams","10.5555/2820518.2820527","","Infrastructure-as-code automates the process of configuring and setting up the environment (e.g., servers, VMs and databases) in which a software system will be tested and/or deployed, through textual specification files in a language like Puppet or Chef. Since the environment is instantiated automatically by the infrastructure languages' tools, no manual intervention is necessary apart from maintaining the infrastructure specification files. The amount of work involved with such maintenance, as well as the size and complexity of infrastructure specification files, have not yet been studied empirically. Through an empirical study of the version control system of 265 Open Stack projects, we find that infrastructure files are large and churn frequently, which could indicate a potential of introducing bugs. Furthermore, we found that the infrastructure code files are coupled tightly with the other files in a project, especially test files, which implies that testers often need to change infrastructure specifications when making changes to the test framework and tests.","Through an empirical study of the version control system of 265 Open Stack projects, it is found that infrastructure files are large and churn frequently, which could indicate a potential of introducing bugs."
"Automating Multi-Cloud Infrastructure: Leveraging Terraform and IaC for Scalable, Secure, and Efficient Cloud Management","https://scispace.com/paper/automating-multi-cloud-infrastructure-leveraging-terraform-82m50gseyjiy","2025","Journal Article","International journal of scientific research in computer science, engineering and information technology","P. Ravindran","10.32628/cseit25112704","","Cloud computing transformation has revolutionized digital infrastructure management, particularly in multi-cloud environments. The substantial growth in cloud adoption, especially in Infrastructure as a Service, reflects increasing confidence in cloud-based solutions across industries. Implementing Infrastructure as Code principles, robust security frameworks, and automated compliance mechanisms enables organizations to achieve enhanced operational efficiency and reduced deployment times. The effectiveness of cloud-native technologies and automated infrastructure management becomes evident through comprehensive case studies spanning financial institutions and technology startups. The integration of sophisticated deployment models, particularly in the banking and financial services sector, demonstrates the maturity of cloud solutions in handling sensitive operations. The emergence of Terraform as a leading Infrastructure as Code tool, supported by its provider-agnostic architecture and effective state management capabilities, further validates the evolution of infrastructure automation practices. ","This study explores the automation of multi-cloud infrastructure using Terraform and Infrastructure as Code (IaC) to achieve scalable, secure, and efficient cloud management, enhancing operational efficiency and reducing deployment times in various industries, including finance and technology."
"Policy-Driven Infrastructure Automation for Microservices: A Unified Framework Combining Infrastructure as Code and Policy as Code in Cloud-Native Environments","https://scispace.com/paper/policy-driven-infrastructure-automation-for-microservices-a-qb2g39pzueog","2022","Journal Article","Ibn Al-Haitham","Nagateja Alugunuri","10.71097/ijsat.v13.i3.5966","","With the cloud-native applications era, microservices architecture is now the de facto standard because it is scalable, flexible, and modular. However, it's extremely challenging to orchestrate the underlying infrastructure for such a distributed system, such as complexity, consistency, and governance at scale. To address these, automation through Infrastructure as Code (IaC) has emerged as a front-runner, allowing for declarative provisioning of infrastructure, while Policy as Code (PaC) enforces security, compliance, and operational policy governance through codified policies. This study tries to provide a holistic model that combines IaC and PaC to automate infrastructure provisioning and policy enforcement in a consistent way throughout the deployment pipeline. Through the use of solutions like Terraform for infrastructure and Open Policy Agent (OPA) to enforce policy, the model is proposed to enhance the speed of deployment, reduce human error, and achieve policy compliance.","This study proposes a unified framework combining Infrastructure as Code (IaC) and Policy as Code (PaC) to automate infrastructure provisioning and policy enforcement in cloud-native environments, enhancing deployment speed, reducing errors, and ensuring policy compliance."
"Static Analysis of Infrastructure as Code: a Survey","https://scispace.com/paper/static-analysis-of-infrastructure-as-code-a-survey-1j1agdew","2022","Journal Article","","Michele Chiari
Michele De Pascalis
Matteo Pradella","10.1109/ICSA-C54293.2022.00049","","The increasing use of Infrastructure as Code (IaC) in DevOps leads to benefits in speed and reliability of deployment operation, but extends to infrastructure challenges typical of software systems. IaC scripts can contain defects that result in security and reliability issues in the deployed infrastructure: techniques for detecting and preventing them are needed. We analyze and survey the current state of research in this respect by conducting a literature review on static analysis techniques for IaC. We describe analysis techniques, defect categories and platforms targeted by tools in the literature.","The increasing use of Infrastructure as Code in DevOps leads to benefits in speed and reliability of deployment operation, but extends to infrastructure challenges typical of software systems, so techniques for detecting and preventing defects are needed."
"Static Analysis of Infrastructure as Code: a Survey","https://scispace.com/paper/static-analysis-of-infrastructure-as-code-a-survey-3l5pxr7f","2022","Proceedings Article","","","10.1109/icsa-c54293.2022.00049","http://arxiv.org/pdf/2206.10344","The increasing use of Infrastructure as Code (IaC) in DevOps leads to benefits in speed and reliability of deployment operation, but extends to infrastructure challenges typical of software systems. IaC scripts can contain defects that result in security and reliability issues in the deployed infrastructure: techniques for detecting and preventing them are needed. We analyze and survey the current state of research in this respect by conducting a literature review on static analysis techniques for IaC. We describe analysis techniques, defect categories and platforms targeted by tools in the literature. ","In this article , the authors present a literature review on static analysis techniques for Infrastructure as Code (IaC) in DevOps, and describe analysis techniques, defect categories and platforms targeted by tools."
"Categorizing Defects in Infrastructure as Code.","https://scispace.com/paper/categorizing-defects-in-infrastructure-as-code-37kg19atca","2018","Posted Content","arXiv: Software Engineering","Akond Rahman
Sarah Elder
Faysal Hossain Shezan
Vanessa Frost
Jonathan Stallings
Laurie Williams","","","Infrastructure as code (IaC) scripts are used to automate the maintenance and configuration of software development and deployment infrastructure. IaC scripts can be complex in nature, containing hundreds of lines of code, leading to defects that can be difficult to debug, and lead to wide-scale system discrepancies such as service outages at scale. Use of IaC scripts is getting increasingly popular, yet the nature of defects that occur in these scripts have not been systematically categorized. A systematic categorization of defects can inform practitioners about process improvement opportunities to mitigate defects in IaC scripts. The goal of this paper is to help software practitioners improve their development process of infrastructure as code (IaC) scripts by categorizing the defect categories in IaC scripts based upon a qualitative analysis of commit messages and issue report descriptions. We mine open source version control systems collected from four organizations namely, Mirantis, Mozilla, Openstack, and Wikimedia Commons to conduct our research study. We use 1021, 3074, 7808, and 972 commits that map to 165, 580, 1383, and 296 IaC scripts, respectively, collected from Mirantis, Mozilla, Openstack, and Wikimedia Commons. With 89 raters we apply the defect type attribute of the orthogonal defect classification (ODC) methodology to categorize the defects. We also review prior literature that have used ODC to categorize defects, and compare the defect category distribution of IaC scripts with 26 non-IaC software systems. Respectively, for Mirantis, Mozilla, Openstack, and Wikimedia Commons, we observe (i) 49.3%, 36.5%, 57.6%, and 62.7% of the IaC defects to contain syntax and configuration-related defects; (ii) syntax and configuration-related defects are more prevalent amongst IaC scripts compared to that of previously-studied non-IaC software.","The goal of this paper is to help software practitioners improve their development process of infrastructure as code (IaC) scripts by categorizing the defect categories in IaC scripts based upon a qualitative analysis of commit messages and issue report descriptions."
"DevOps: introducing infrastructure-as-code","https://scispace.com/paper/devops-introducing-infrastructure-as-code-2fn7h8erf3","2017","Proceedings Article","International Conference on Software Engineering","Matej Artac
Tadej Borovssak
Elisabetta Di Nitto
Michele Guerriero
Damian A. Tamburri","10.1109/ICSE-C.2017.162","","DevOps entails a series of software engineering tactics aimed at shortening the actionable operation of software design changes One of these tactics is to harness infrastructure-as-code, that is, writing a blueprint that contains deployment specifications ready for orchestration in the cloud This abstract briefly discusses all necessary elements and abstractions in writing and maintaining that blueprint, revolving around a key standard for its expression, namely, the OASIS ""Topology and Orchestration Specification for Cloud Applications"" (TOSCA) industrial standard adopted by as many as 60+ big industrial players worldwide","All necessary elements and abstractions in writing and maintaining that blueprint revolving around a key standard for its expression, namely, the OASIS ""Topology and Orchestration Specification for Cloud Applications"" (TOSCA) industrial standard are discussed."
"The PIPr Dataset of Public Infrastructure as Code Programs","https://scispace.com/paper/the-pipr-dataset-of-public-infrastructure-as-code-programs-1cj1lu92r4","2024","Journal Article","","Daniel Sokolowski
David Spielmann
Guido Salvaneschi","10.1145/3643991.3644888","","With Programming Languages Infrastructure as Code (PL-IaC), developers implement IaC programs in popular imperative programming languages like Python and Typescript. Such programs generate the declarative target state of the deployment, i.e., they describe what to set up, not how to set it up. Despite the popularity of PL-IaC, which has grown more than ten times from 2020 to 2023, we know little about how developers apply it and how IaC programs differ from other software. Such knowledge is essential to effectively use existing software engineering techniques and develop new ones for PL-IaC. To shed light on PL-IaC in practice, we present PIPr, the first systematic PL-IaC dataset. PIPr is based on 37 712 public IaC programs on GitHub from August 2022 and includes initial analyses, assessing the programming languages, testing techniques, and licenses of the IaC programs. Beyond the metadata and analysis results of all IaC programs, PIPr contains the code of all 15 504 IaC programs whose licenses permit redistribution. PIPr sets the ground for future in-depth investigations on PL-IaC in practice.CCS CONCEPTS•Software and its engineering Architecture description languages; Software configuration→ management and version control systems; Cloud computing.","Researchers present PIPr, a systematic dataset of 37,712 public Infrastructure as Code (IaC) programs on GitHub, analyzing languages, testing, and licenses, to understand PL-IaC practices and inform software engineering techniques for this growing field."
"Within-Project Defect Prediction of Infrastructure-as-Code Using Product and Process Metrics","https://scispace.com/paper/within-project-defect-prediction-of-infrastructure-as-code-39tn896gzc","2021","Journal Article","IEEE Transactions on Software Engineering","Stefano Dalla Palma
Dario Di Nucci
Fabio Palomba
Damian A. Tamburri","10.1109/TSE.2021.3051492","https://scispace.com/pdf/within-project-defect-prediction-of-infrastructure-as-code-39tn896gzc.pdf","Infrastructure-as-code (IaC) is the DevOps practice enabling management and provisioning of infrastructure through the definition of machine-readable files, hereinafter referred to as IaC scripts. Similarly to other source code artefacts, these files may contain defects that can preclude their correct functioning. In this paper, we aim at assessing the role of product and process metrics when predicting defective IaC scripts. We propose a fully integrated machine-learning framework for IaC Defect Prediction, that allows for repository crawling, metrics collection, model building, and evaluation. To evaluate it, we analyzed 104 projects and employed five machine-learning classifiers to compare their performance in flagging suspicious defective IaC scripts. The key results of the study report Random Forest as the best-performing model, with a median AUC-PR of 0.93 and MCC of 0.80. Furthermore, at least for the collected projects, product metrics identify defective IaC scripts more accurately than process metrics. Our findings put a baseline for investigating IaC Defect Prediction and the relationship between the product and process metrics, and IaC scripts' quality.","This paper proposes a fully integrated machine-learning framework for IaC Defect Prediction, that allows for repository crawling, metrics collection, model building, and evaluation, and reports RANDOM FOREST as the best-performing model and at least for the collected projects, product metrics identify defective IAC scripts more accurately than process metrics."
"TerraMetrics: An Open Source Tool for Infrastructure-as-Code (IaC) Quality Metrics in Terraform","https://scispace.com/paper/terrametrics-an-open-source-tool-for-infrastructure-as-code-6o23qvcnqu","2024","Journal Article","","Mahi Begoug
Moataz Chouchen
Ali Ouni","10.1145/3643916.3644439","","Infrastructure-as-Code (IaC) constitutes a pivotal DevOps methodology, leading edge of software deployment onto cloud platforms. IaC relies on source code files rather than manual configuration to manage the infrastructure of a software system. Terraform, an IaC tool and its declarative configuration language named HCL, has recently garnered considerable attention among IaC practitioners. Like other software artefacts, Terraform files could be affected by misconfigurations, faults, and smells. Therefore, DevOps practitioners might benefit from a quality assurance tool to help them perform quality assurance activities on Terrafrom artefacts. This paper introduces TerraMetrics, an open-source tool designed to characterize the quality of Terraform artefacts by providing a catalogue of 40 quality metrics. TerraMetrics leverages the Terraform Abstract Syntax Tree (AST) to extract the metric list, offering a potentially enduring solution compared to conventional regular expressions. This tool comprises three main components: (i) a parser transforming HCL code into an AST, (ii) visitors that traverse the AST nodes to extract the metrics, and (iii) collectors for storing the collected metrics in JSON format. The TerraMetrics tool is publicly available as an Open Source tool, with a demo video, at: https://github.com/stilab-ets/terametrics. ","TerraMetrics is an open-source tool for assessing the quality of Terraform IaC artefacts, providing a comprehensive set of 40 quality metrics."
"Gang of eight: a defect taxonomy for infrastructure as code scripts","https://scispace.com/paper/gang-of-eight-a-defect-taxonomy-for-infrastructure-as-code-23hvo3uk7l","2020","Proceedings Article","International Conference on Software Engineering","Akond Rahman
Effat Farhana
Chris Parnin
Laurie Williams","10.1145/3377811.3380409","","Defects in infrastructure as code (IaC) scripts can have serious consequences, for example, creating large-scale system outages. A taxonomy of IaC defects can be useful for understanding the nature of defects, and identifying activities needed to fix and prevent defects in IaC scripts. The goal of this paper is to help practitioners improve the quality of infrastructure as code (IaC) scripts by developing a defect taxonomy for IaC scripts through qualitative analysis. We develop a taxonomy of IaC defects by applying qualitative analysis on 1,448 defect-related commits collected from open source software (OSS) repositories of the Openstack organization. We conduct a survey with 66 practitioners to assess if they agree with the identified defect categories included in our taxonomy. We quantify the frequency of identified defect categories by analyzing 80,425 commits collected from 291 OSS repositories spanning across 2005 to 2019. Our defect taxonomy for IaC consists of eight categories, including a category specific to IaC called idempotency (i.e., defects that lead to incorrect system provisioning when the same IaC script is executed multiple times). We observe the surveyed 66 practitioners to agree most with idempotency. The most frequent defect category is configuration data i.e., providing erroneous configuration data in IaC scripts. Our taxonomy and the quantified frequency of the defect categories may help in advancing the science of IaC script quality.","A taxonomy of IaC defects is developed by applying qualitative analysis on 1,448 defect-related commits collected from open source software (OSS) repositories of the Openstack organization and the quantified frequency of the defect categories may help in advancing the science of IAC script quality."
"Automation in Cloud Infrastructure Management: Enhancing Efficiency and Reliability","https://scispace.com/paper/automation-in-cloud-infrastructure-management-enhancing-3u4k0nujd5","2024","Journal Article","Indian Scientific Journal Of Research In Engineering And Management","Varshitha Bysani","10.55041/ijsrem35750","","This paper explores the role of automation in cloud infrastructure management, focusing on its impact on efficiency and reliability. Key use cases, including Infrastructure as Code (IaC) with Terraform, Continuous Integration/ Continuous De- ployment (CI/CD), and real-time monitoring with the ELK stack are examined. The paper discusses how automation reduces manual effort, promotes consistency, and enhances scalability in cloud environments. It highlights the benefits of automated alerting and its role in improving security and system stability. By embracing automation, organizations can streamline cloud infrastructure management, ensuring a robust and adaptable framework that supports business continuity and agility. Index Terms—Cloud Infrastructure Management, Automation, Infrastructure as Code (IaC), Terraform, ELK Stack (Elastic- search, Logstash, Kibana), Automated Alerting ","Automation in cloud infrastructure management enhances efficiency and reliability by reducing manual effort, promoting consistency, and improving scalability. It streamlines processes with IaC, CI/CD, and real-time monitoring tools, ensuring a robust and adaptable framework for business continuity and agility."
"The 'as Code' Activities: Development Anti-patterns for Infrastructure as Code","https://scispace.com/paper/the-as-code-activities-development-anti-patterns-for-58zrgmfjen","2020","Journal Article","arXiv: Software Engineering","Akond Rahman
Effat Farhana
Laurie Williams","10.1007/S10664-020-09841-8","https://arxiv.org/pdf/2006.00177.pdf","Context: The 'as code' suffix in infrastructure as code (IaC) refers to applying software engineering activities, such as version control, to maintain IaC scripts. Without the application of these activities, defects that can have serious consequences may be introduced in IaC scripts. A systematic investigation of the development anti-patterns for IaC scripts can guide practitioners in identifying activities to avoid defects in IaC scripts. Development anti-patterns are recurring development activities that relate with defective IaC scripts. Goal: The goal of this paper is to help practitioners improve the quality of infrastructure as code (IaC) scripts by identifying development activities that relate with defective IaC scripts. Methodology: We identify development anti-patterns by adopting a mixed-methods approach, where we apply quantitative analysis with 2,138 open source IaC scripts and conduct a survey with 51 practitioners. Findings: We observe five development activities to be related with defective IaC scripts from our quantitative analysis. We identify five development anti-patterns namely, 'boss is not around', 'many cooks spoil', 'minors are spoiler', 'silos', and 'unfocused contribution'. Conclusion: Our identified development anti-patterns suggest the importance of 'as code' activities in IaC because these activities are related to quality of IaC scripts.","Five development anti-patterns of infrastructure as code (IaC) scripts, namely, ‘boss is not around’, “many cooks spoil”, � ‘minors are spoiler‚, ’silos‚ and ‘unfocused contribution’ are identified."
"Automating Infrastructure Deployment in DevOps: Evaluating Tools and Strategies for Scalability","https://scispace.com/paper/automating-infrastructure-deployment-in-devops-evaluating-te6bpg2u5doh","2020","Journal Article","International Journal of Leading Research Publication.","Vidyasagar Vangala -","10.70528/ijlrp.v1.i1.1716","","The modern software development timeframe necessitates infrastructure deployment automation because it facilitates DevOps success. This book explores Infrastructure as Code (IaC) as an important tool for structure management because it prevents human mistakes in addition to allowing agile repeatable deployment. The article presents a detailed comparison of four major automation tools like Terraform and AWS CloudFormation and Ansible and Pulumi by discussing their specific features along with their applicable use cases and how to blend them. The discussion includes developed strategies that outline infrastructure automation across diverse environments which combine microservices elements with hybrid cloud infrastructures. The article enriches readers' understanding with practical examples and simple diagrams and side-by-side comparisons showing tried-and-tested techniques of better infrastructure management in DevOps environments. ","This book evaluates tools and strategies for automating infrastructure deployment in DevOps, comparing Terraform, AWS CloudFormation, Ansible, and Pulumi, and presenting practical examples and strategies for scalable infrastructure management across diverse environments."
"Strategies for managing hybrid cloud architectures with IaC: A practical framework","https://scispace.com/paper/strategies-for-managing-hybrid-cloud-architectures-with-iac-3s310yy2aemo","2025","Journal Article","International Journal of Science and Research Archive","Sridhar Nelloru","10.30574/ijsra.2025.14.1.0053","","This article presents a comprehensive framework for managing hybrid cloud architectures through Infrastructure as Code (IaC), addressing the complex challenges organizations face when maintaining infrastructure across on-premises and cloud environments. The article examines key components of successful IaC implementation, including template modularization, policy-as-code integration, and state management strategies, while providing practical insights into operational frameworks and implementation approaches. Through an in-depth case study of Salesforce's IaC implementation, the paper demonstrates how organizations can effectively navigate the transition to automated infrastructure management while maintaining security, compliance, and operational efficiency. The article highlights critical success factors such as standardized module development, automated compliance checking, and comprehensive testing frameworks, while also addressing common pitfalls and their solutions. Additionally, the article explores emerging trends and future considerations in hybrid cloud management, offering valuable insights for organizations seeking to optimize their infrastructure operations through IaC practices. The article findings provide a structured approach to implementing and maintaining IaC in hybrid environments, enabling organizations to achieve greater operational efficiency, reduced deployment times, and improved infrastructure consistency. ","This article presents a comprehensive framework for managing hybrid cloud architectures through Infrastructure as Code (IaC), highlighting key components, practical insights, and critical success factors for effective implementation and maintenance of automated infrastructure management."
"Streamlining Multi-Cloud Infrastructure Orchestration: Leveraging Terraform as a Battle-Tested Solution","https://scispace.com/paper/streamlining-multi-cloud-infrastructure-orchestration-1l5j76vxtf","2024","Proceedings Article","","Aniruddha Ghosh
Sudhanshu Srivastava
P. Supraja","10.1109/icc-robins60238.2024.10533995","","Cloud computing provides the agility required to dynamically adjust applications in response to changing demands. Despite the proliferation of cloud service providers, the issue of vendor lock-in continues to pose significant challenges. Recent service disruptions have underscored the perils of exclusive reliance on a single provider. Existing cloud orchestration tools, while designed to mitigate these issues by facilitating deployments across multiple cloud providers, are often bound to provider-specific models. This necessitates users' familiarity with the unique offerings of each provider and may limit adaptability in the face of errors. To address these challenges, a custom wrapper is proposed that operates on top of Terraform, a leading Infrastructure-as-Code (IaC) tool. This wrapper enables diverse cloud deployments through a customized configuration file, simplifying the process of auditing, configuring, and securing various deployments. Practical experiments confirm the seamless deployment of infrastructure across various cloud providers, notably AWS and Azure. Specifically, the successful deployment of a Linux VM on both platforms showcases the adaptability of the approach to diverse cloud environments. The solution also maintains an easy learning curve, ensuring accessibility and industry-friendliness for users managing infrastructure across different cloud providers.","Streamlining multi-cloud infrastructure orchestration with Terraform-based custom wrapper simplifies deployments across various platforms, mitigating vendor lock-in challenges and enhancing adaptability."
