"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Self‐Healing Membranes: Smart Materials for Water Remediation and Desalination","https://scispace.com/paper/self-healing-membranes-smart-materials-for-water-remediation-ingohmnti6ob","2025","Journal Article","Water Environment Research","Divya Bajpai Tripathy
Subhalaxmi Pradhan","10.1002/wer.70148","","ABSTRACT Self‐healing membranes have emerged as an innovative solution to address critical challenges in water remediation, including fouling, mechanical wear, and chemical degradation, all of which severely compromise the performance and longevity of conventional membranes. Traditional filtration membranes often require frequent maintenance and replacement due to the accumulation of contaminants, structural damage, or chemical erosion, which increase operational costs and environmental impacts. Self‐healing membranes, on the other hand, offer a unique advantage by automatically repairing micro‐cracks, mitigating fouling, and rejuvenating their filtration capacity. By integrating advanced materials such as graphene oxide (GO), nanofibers, and MXenes, these membranes demonstrate enhanced chemical stability, mechanical strength, and antifouling properties, making them particularly effective in applications such as oil–water separation, desalination, and the removal of heavy metals and organic pollutants. Additionally, their self‐cleaning capabilities and resistance to environmental stresses significantly reduce downtime and operational inefficiencies in large‐scale water treatment systems. The incorporation of smart functionalities, such as stimuli‐responsive healing triggered by temperature, pH changes, or light, further enhances their adaptability to varying environmental conditions, making self‐healing membranes a sustainable and cost‐effective solution for long‐term water remediation. ","Self-healing membranes, made with advanced materials like graphene oxide and MXenes, offer enhanced chemical stability, mechanical strength, and antifouling properties for efficient water remediation, desalination, and pollutant removal, reducing operational costs and environmental impacts."
"Model-Driven Adaptive Self-healing for Autonomic Computing","https://scispace.com/paper/model-driven-adaptive-self-healing-for-autonomic-computing-4yk1mpns5t","2008","Book Chapter","Modelling Autonomic Communications Environments","Yan Liu
Jing Zhang
John Strassner","10.1007/978-3-540-87355-6_6","","Self-healing is a vital property that an autonomic system must possess in order to provide robust performance and survivability The promise of self-healing depends on other properties that the system should provide, which include self-monitoring and self-configuring Autonomic systems further require self-healing behavior to adapt to changes in user needs, business goals, and environmental conditions such that self-healing decisions are made dynamically and adaptively according to the system context In this paper, we propose a model-driven approach that leverages modeling techniques, reliability engineering methodologies, and aspect-oriented development to realize an adaptive self- healing paradigm for autonomic computing","This paper proposes a model-driven approach that leverages modeling techniques, reliability engineering methodologies, and aspect-oriented development to realize an adaptive self- healing paradigm for autonomic computing."
"Method and apparatus for drift management in clustered environments","https://scispace.com/paper/method-and-apparatus-for-drift-management-in-clustered-8f40zs2vk5","2020","Patent","","Satapathy Shibasis
Naik Harsha","","","Configuration drift from a baseline configuration is autonomously resolved. A baseboard management controller may inspect error and/or failure logs to determine system parameters at times of error/failure. The baseboard management controller may compare the system parameters to the baseline configuration. The baseboard management controller may have authority to autonomously change any of the system values to resolve a configuration drift from the baseline configuration.","In this paper, a baseboard management controller may inspect error and/or failure logs to determine system parameters at times of error/failure, and the controller may compare the system parameters to the baseline configuration."
"Active drift correction template tracking algorithm","https://scispace.com/paper/active-drift-correction-template-tracking-algorithm-3f0v865854","2012","Proceedings Article","International Conference on Image Processing","Baojie Fan
Yingkui Du
Yang Cong
Yandong Tang","10.1109/ICIP.2012.6466879","","This paper presents a novel active drift correction template tracking algorithm. Compared to Matthews' algorithm in [8], the proposed algorithm achieves synchronously object tracking and drift correction, and save half running time. For the template drift problem during long sequential object tracking, we introduce the active drift correction term into inverse compositional affine image alignment algorithm. This operation can avoid the template drift before it occurs, or reduce the drift after it happens. The total energy function consists of two terms: the tracking term and the active drift correction term. By minimizing the total energy function with the steepest descent algorithm, the proposed algorithm can decrease the accumulative tracking error, and prevent the drift during the tracking process effectively. Various object tracking experiments show that our method has super performance than the passive drift correction algorithm in [8].","Various object tracking experiments show that the proposed algorithm achieves synchronously object tracking and drift correction, and save half running time, and has super performance than the passive drift correction algorithm in [8]."
"Active drift correction template tracking algorithm","https://scispace.com/paper/active-drift-correction-template-tracking-algorithm-20nw46idyu","2012","","","范保杰
杜英魁
丛杨
唐延东","","","This paper presents a novel active drift correction template tracking algorithm. Compared to Matthews’ algorithm in [8], the proposed algorithm achieves synchronously object tracking and drift correction, and save half running time. For the template drift problem during long sequential object tracking, we introduce the active drift correction term into inverse compositional affine image alignment algorithm. This operation can avoid the template drift before it occurs, or reduce the drift after it happens. The total energy function consists of two terms: the tracking term and the active drift correction term. By minimizing the total energy function with the steepest descent algorithm, the proposed algorithm can decrease the accumulative tracking error, and prevent the drift during the tracking process effectively. Various object tracking experiments show that our method has super performance than the passive drift correction algorithm in [8].","This paper presents a novel active drift correction template tracking algorithm that achieves synchronously object tracking and drift correction, and save half running time compared to Matthews’ algorithm in [8]."
"Autonomous CI/CD Meshes: Self-healing deployment architectures with AI-ML Orchestration","https://scispace.com/paper/autonomous-ci-cd-meshes-self-healing-deployment-ciz46sn7icy3","2025","Journal Article","World Journal of Advanced Engineering Technology and Sciences","Venkata Krishna Koganti","10.30574/wjaets.2025.15.2.0777","","This article introduces a novel architecture for autonomous continuous integration and continuous deployment (CI/CD) systems capable of self-healing and self-optimization without human intervention. The article presents intelligent deployment meshes that integrate deep anomaly detection using LSTM networks with Bayesian change-point detection to identify deployment anomalies before they impact production environments. The proposed framework leverages causal CI/CD graphs to model complex interdependencies between microservices, enabling context-aware remediation strategies including automated rollbacks and intelligent canary analysis. The article's approach unifies machine learning metadata tracking (MLMD) with traditional software observability stacks, creating dual-aspect visibility that optimizes for both model-aware and application-aware pipeline configurations. The article demonstrates how semantic diffing engines can perform version-aware auto-validation, significantly reducing false positives in anomaly detection while improving remediation accuracy in multi-tenant environments. The resulting autonomous CI/CD architecture represents a paradigm shift from reactive to predictive deployment strategies, enabling organizations to maintain high availability while accelerating release velocity in complex microservice ecosystems. ","This article introduces an autonomous CI/CD architecture that integrates AI-ML orchestration for self-healing and self-optimization, leveraging LSTM networks, Bayesian change-point detection, and causal CI/CD graphs to enable predictive deployment strategies and high availability in complex microservice ecosystems."
"Self-management system based on self-healing mechanism","https://scispace.com/paper/self-management-system-based-on-self-healing-mechanism-mtn7mvj52u","2006","Book Chapter","Asia-Pacific Network Operations and Management Symposium","Jeongmin Park
Giljong Yoo
Chulho Jeong
Eunseok Lee","10.1007/11876601_38","https://scispace.com/pdf/self-management-system-based-on-self-healing-mechanism-mtn7mvj52u.pdf","Systems designed to be self-healing are able to heal themselves at runtime in response to changing environmental or operational circumstances. Thus, the goal is to avoid catastrophic failure through prompt execution of remedial actions. This paper proposes a self-healing mechanism that monitors, diagnoses and heals its own internal problems using self-awareness as contextual information. The self-management system that encapsulates the self-healing mechanism related to reliability improvement addresses: (1) Monitoring layer, (2) Diagnosis & Decision Layer, and (3) Adaptation Layer, in order to perform self-diagnosis and self-healing. To confirm the effectiveness of self-healing mechanism, practical experiments are conducted with a prototype system.","A self-healing mechanism that monitors, diagnoses and heals its own internal problems using self-awareness as contextual information is proposed."
"Association-Analysis-Based Research on Self-Healing of Information System and its Application","https://scispace.com/paper/association-analysis-based-research-on-self-healing-of-1fcr9fmlx0","2014","Journal Article","Applied Mechanics and Materials","Li Yan
Liu Zhang Zhu
Li Xie
Zhi Feng Wang","10.4028/WWW.SCIENTIFIC.NET/AMM.678.94","","With the development of information technology, the architecture of information system is more and more complicated. The domestic and international related research is still blank on monitoring and early-warning analyze on the complex information systems’ various operating parameters, no matter self-healing. Through this research, an automatically repair platform is put forward. It can analyze early warning to get the real fault cause and solve the problem or give the solution. It can greatly reduced respond time.","Through this research, an automatically repair platform is put forward that can analyze early warning to get the real fault cause and solve the problem or give the solution."
"System and method for autonomus data center operation and healing","https://scispace.com/paper/system-and-method-for-autonomus-data-center-operation-and-4s2zh7qv6d","2019","Patent","","Magcale Arnold","","","Methods and systems for autonomous computing comprising processing historical data to analyze a past performance, collecting data from a plurality of connected devices over a network, synchronizing the collected data from the plurality of connected devices with the processed historical data. Based on the synchronized data, methods and systems disclosed include detecting an alert (error/fault) condition in one or more of the plurality of connected devices, based on the detected alert condition, triggering the delivery of the detected alert condition to an automated network operations center (NOC), and matching the determined alert condition to a historical alert condition by the network operations center. Based on the matching, methods and systems include determining a corrective action, and based on the determined corrective action, assigning a virtual self-healing module from a plurality of virtual self-healing modules. Finally, a trigger to performance of the determined corrective action by the assigned virtual self-healing module is initiated.","In this paper, the authors present methods and systems for autonomous computing comprising processing historical data to analyze a past performance, collecting data from a plurality of connected devices over a network, synchronizing the collected data from the plurality of devices with the processed historical data."
"Self-Learning Automated Remediation of Changes that Cause Performance Degradation of Applications","https://scispace.com/paper/self-learning-automated-remediation-of-changes-that-cause-36e7dmpmrr","2014","Patent","","Adar Margalit
Eran Dvir","","","Techniques are disclosed for automatic remediation of application performance degradations caused by configuration changes. In one embodiment, a learning module keeps track of application configuration changes and subsequent effects on the application's performance. The learning module creates new potential remediation rules based on correlations between such configuration changes and performance degradations or improvements. The learning module affirms such potential rules if the correlation between the configuration changes and degradations or improvements are repeatedly observed, and vice versa. When subsequent performance degradations are observed, a rule engine, which maintains a set of remediation rules, evaluates the rules to identify configuration changes relevant to the observed performance degradation and determines whether the probability that the configuration changes caused the degradation are greater than a threshold for invoking a remediation action, such as rolling back the configuration changes.","In this article, a learning module keeps track of application configuration changes and subsequent effects on the application's performance, and a rule engine evaluates the rules to identify configuration changes relevant to the observed performance degradation and determines whether the probability that the configuration changes caused the degradation are greater than a threshold for invoking a remediation action."
"Self-Healing Software Architectures in the Cloud: AI-Driven Detection and Recovery Mechanisms","https://scispace.com/paper/self-healing-software-architectures-in-the-cloud-ai-driven-ev9b7r2s0du5","2025","Journal Article","International journal of data science and machine learning.","Srinivasu Yalamati","10.55640/ijdsml-05-02-05","","The recent evolution of cloud computing demands that systems are able to self-diagnose and self-heal as well as constantly optimize without human intervention. This paper provides an in-depth review of the self-healing software architectures in cloud computing, focusing on AI-induced detection and recovery methods. The authors talk about how self-healing systems have changed from traditional ideas to modern AI-powered systems and categorize the main types of methods used for synchronization, tracking, and fixing problems in today's cloud services. Based on a systematic review of available literature, we investigate essential issues such as fault detection accuracy, recovery time optimization, and system reliability improvement. The study finds that although much has been achieved in self-healing, the existing approaches are not yet able to efficiently deal with complex fault situations and to reduce the level of service interruption. Our results suggest that the application of large language models updated using machine learning has the potential to deliver up to an 85% increase in the accuracy of fault prediction and a 60% reduction in system downtime as compared to state-of-the-art approaches. Finally, we talk about what future research should focus on, including the necessary understanding and development of new AI models, different system structures, and standard ways to measure how well self-healing cloud systems work. ","This paper reviews AI-driven self-healing software architectures in cloud computing, highlighting AI-induced detection and recovery methods, and proposes large language models for up to 85% accuracy improvement and 60% downtime reduction in complex fault situations."
"Automatic self-healing systems in a cross-product IT environment","https://scispace.com/paper/automatic-self-healing-systems-in-a-cross-product-it-3ysvju1i36","2004","Proceedings Article","International Conference on Autonomic Computing","G. Dudley
Neeraj Joshi
David M. Ogle
Balan Subramanian
Brad B. Topol","10.1109/ICAC.2004.1301393","","This paper presents the architecture and implementation of a prototype system developed to investigate fixing real-world problems with self-healing systems. Case studies performed to evaluate the efficacy of this approach are described along with the issues encountered and lessons learned.","The architecture and implementation of a prototype system developed to investigate fixing real-world problems with self-healing systems and case studies performed to evaluate the efficacy of this approach are described."
"A Holistic Approach to Autonomic Self-Healing Distributed Computing System","https://scispace.com/paper/a-holistic-approach-to-autonomic-self-healing-distributed-3zqgkojybr","2013","Journal Article","International Journal of Computer Applications","Abhishek Bhavsar
Ameya More
Chinmay Kulkarni
Dheeraj Oswal
Jagannath Aghav","10.5120/13228-0657","https://scispace.com/pdf/a-holistic-approach-to-autonomic-self-healing-distributed-3zqgkojybr.pdf","Distributed Computing systems are prone to errors and faults and a major amount of time is wasted in maintaining the system and bringing it back to a stable state after a fault. Human resources in the distributed systems architecture currently handle this maintenance. Despite the emergence of ultra-reliable components, failure in distributed computing systems is still an unmitigated problem. As a result of this a lot of resources in the form of money and manpower and efforts in the form of man months are wasted. The proposed mechanism focuses efforts to make a distributed systems environment reliable and robust by proposing an autonomic, self-healing architecture. A holistic approach to the problem is adopted and an architecture that is general enough to be adopted by a wide range of existing systems is proposed. Some of the major challenges include selecting the appropriate actions for healing and reducing the overhead thus making healing lightweight and transparent, yet effective. The proposed system architecture makes use of data mining techniques to generate rules based on gathered system data from logs. The rules are used to make decisions of corrective action and hence carry out the self-healing mechanism.","The proposed mechanism focuses efforts to make a distributed systems environment reliable and robust by proposing an autonomic, self-healing architecture that is general enough to be adopted by a wide range of existing systems."
"Electrical drift correction system","https://scispace.com/paper/electrical-drift-correction-system-52tyz7q2gw","1971","Patent","","Robert S. Prill","","","Analog to digital converter systems which include an integratorcomparator combination, utilizing operational amplifiers, often suffer from drift due to radiation and other causes. The drift can be effectively nulled out by means of a closed loop pulsed feedback circuit between the comparator and the integrator. The feedback circuit includes a capacitor which is charged or discharged in a pulsed manner to the required correction voltage during times other than actual measurement, such capacitor being coupled to that input of the operational amplifier integrator which is normally coupled to a point of reference potential, such as ground.","In this article, a closed loop pulsed feedback circuit between the comparator and the integrator is proposed to null the drift caused by radiation and other causes in analog-to-digital converter systems."
"Introducing responsibly self-healing into the incident management lifecycle","https://scispace.com/paper/introducing-responsibly-self-healing-into-the-incident-4pfzumqlbc","2023","Journal Article","","Alexandros Papanikolaou
Christos Ilioudis
Vasilios Katos","10.1145/3594806.3594837","","In this paper we propose an approach for adopting the self-healing paradigm in complex networking environments. We argue that a straightforward application of self-healing capabilities may have an adverse effect on incident response due to the ill-understanding of the state of the system under protection. We sketch how the use of the Cynefin framework leverages the understanding of complex systems at the appropriate level of detail. In particular, we show how the framework can help to understand how the environment operates and to identify ways to improve its resilience and ability to recover from failures.","This paper argues that a straightforward application of self-healing capabilities may have an adverse effect on incident response due to the ill-understanding of the state of the system under protection and sketches how the use of the Cynefin framework leverages the understanding of complex systems at the appropriate level of detail."
"Self-healing Performance Anomalies in Web-based Applications","https://scispace.com/paper/self-healing-performance-anomalies-in-web-based-applications-2vtnbhhmg4","2013","Proceedings Article","Network Computing and Applications","Joao Paulo Magalhaes
Luis Silva","10.1109/NCA.2013.19","","In this paper, we describe the SHoWA framework and evaluate its ability to recover from performance anomalies in Web-based applications. SHoWA is meant to automatically detect and recover from performance anomalies, without calling for human intervention. It does not require manual changes to the application source code or previous knowledge about its implementation details. The application is monitored at runtime and the anomalies are detected and pinpointed by means of correlation analysis. A recovery procedure is performed every time an anomaly is detected. An experimental study was conducted to evaluate the recovery process included in the SHoWA framework. The experimental environment considers a benchmarking application, installed in a high-availability system. The results show that SHoWA is able to detect and recover from different anomaly scenarios, before any visible error, higher-latency or work-in-progress loss is observed. It proved to be efficient in terms of time of repair. The performance impact induced on the managed system was low: the response time penalty per request varied between 0 and 2.21 milliseconds, the throughput was affected in less than 1%.","The results show that SHõWA is able to detect and recover from different anomaly scenarios, before any visible error, higher-latency or work-in-progress loss is observed, and it proved to be efficient in terms of time of repair."
"Self-Healing in Cyber–Physical Systems Using Machine Learning: A Critical Analysis of Theories and Tools","https://scispace.com/paper/self-healing-in-cyber-physical-systems-using-machine-1iglnkb1","2023","Journal Article","Future Internet","","10.3390/fi15070244","","The rapid advancement of networking, computing, sensing, and control systems has introduced a wide range of cyber threats, including those from new devices deployed during the development of scenarios. With recent advancements in automobiles, medical devices, smart industrial systems, and other technologies, system failures resulting from external attacks or internal process malfunctions are increasingly common. Restoring the system’s stable state requires autonomous intervention through the self-healing process to maintain service quality. This paper, therefore, aims to analyse state of the art and identify where self-healing using machine learning can be applied to cyber–physical systems to enhance security and prevent failures within the system. The paper describes three key components of self-healing functionality in computer systems: anomaly detection, fault alert, and fault auto-remediation. The significance of these components is that self-healing functionality cannot be practical without considering all three. Understanding the self-healing theories that form the guiding principles for implementing these functionalities with real-life implications is crucial. There are strong indications that self-healing functionality in the cyber–physical system is an emerging area of research that holds great promise for the future of computing technology. It has the potential to provide seamless self-organising and self-restoration functionality to cyber–physical systems, leading to increased security of systems and improved user experience. For instance, a functional self-healing system implemented on a power grid will react autonomously when a threat or fault occurs, without requiring human intervention to restore power to communities and preserve critical services after power outages or defects. This paper presents the existing vulnerabilities, threats, and challenges and critically analyses the current self-healing theories and methods that use machine learning for cyber–physical systems.","In this paper , the authors analyse state of the art and identify where self-healing using machine learning can be applied to cyber-physical systems to enhance security and prevent failures within the system."
"On Self-healing Based on Collaborating End-Systems, Access, Edge and Core Network Components","https://scispace.com/paper/on-self-healing-based-on-collaborating-end-systems-access-4c9n200t8z","2010","Book Chapter","International Conference on Access Networks","Nikolay Tcholtchev
Ranganai Chaparadza","10.1007/978-3-642-20931-4_22","https://scispace.com/pdf/on-self-healing-based-on-collaborating-end-systems-access-4c9n200t8z.pdf","Autonomic Networking, realized through control loops, is an enabler for advanced self-manageability of network nodes and respectively the network as a whole. Self-healing is one of the desired autonomic features of a system/network that can be facilitated through autonomic behaviors realized by control loop structures. Autonomicity, implemented over existing protocol stacks as managed resources, requires an architectural framework that integrates the diverse aspects and levels of self-healing capabilities of individual protocols, systems and the network as a whole, such that they all should co-operate as required towards achieving reliable network services. This integration should include the traditional resilience capabilities intrinsically embedded within some protocols e.g. some telecommunication protocols, as well as diverse proactive and reactive schemes for incident prevention and resolution, which must be realized by autonomic entities implementing a control loops at a higher-level outside of protocols. In this paper, we present our considerations on how such an architectural framework, integrating the diverse resilience aspects inside an autonomic node, can facilitate collaborative self-healing across end systems, access networks, edge and core network components.","In this article, the authors present an architectural framework that integrates the diverse resilience aspects inside an autonomic node, which can facilitate collaborative self-healing across end systems, access networks, edge and core network components."
"Machine learning based instance remediation","https://scispace.com/paper/machine-learning-based-instance-remediation-4xqbiq8lht","2013","Patent","","Laban Mwangi Kimotho
Jean-Paul Bauer","","","Computer systems, such as network computing resources systems, are subject to hardware and software errors. To improve error handling and troubleshooting, information relating to errors is collected from a multitude of computer system and analyzed. As a result of this analysis, troubleshooting errors in computer systems is improved and errors are remediated automatically.","In this article, information relating to errors is collected from a multitude of computer system and analyzed, as a result of this analysis, troubleshooting errors in computer systems is improved and errors are remediated automatically."
"AI-Driven Self-Healing Cloud Systems: Enhancing Reliability and Reducing Downtime through Event-Driven Automation","https://scispace.com/paper/ai-driven-self-healing-cloud-systems-enhancing-reliability-h0syspip9u97","2024","Journal Article","","Rajeev Arora
Anoop Kumar
Arpita Soni
Aniruddh Tiwari","10.20944/preprints202408.1860.v1","","Abstract. The goal of this study is to create and carry out a self-healing cloud system by combining an event-driven automation framework depending on the if-this-then-that principle for managing incidents and recovery. A recovery engine with Artificial Intelligence (AI)-based decision-making approaches is presented&amp;mdash;which chooses the best remedial actions from a pre-established catalogue in order to maximise system reliability and minimise downtime. The system is tested on an OpenStack-based video on demand service&amp;mdash;where multiple issues are replicated in order to assess the efficaciousness of various recovery actions and workflows. The decision-making module of the recovery engine examines data from these experiments to determine the most effective remedial actions, taking into account their impact on the quality of service and other factors. The recovery engine is only meant to need human input when it comes to parameterizing and optimising decision models at particular points in time. In order to show how these AI-driven decision-making techniques can enhance mean time to repair and overall service quality in cloud environments&amp;mdash;the study presents and assesses their results. This novel strategy represents a change towards cloud systems that are more sturdy autonomous, and able to effectively manage anomalies and recover from failure. ","This study presents an AI-driven self-healing cloud system using event-driven automation and AI-based decision-making to enhance reliability, reduce downtime, and optimize mean time to repair in cloud environments through autonomous anomaly management and recovery."
"AI-Driven Self-Healing Cloud Systems: Enhancing Reliability and Reducing Downtime through Event-Driven Automation","https://scispace.com/paper/ai-driven-self-healing-cloud-systems-enhancing-reliability-48tvqlo27d5s","2024","Journal Article","","Rajeev Kumar Arora
Anoop Kumar
Arpita Soni
Aniruddh Tiwari","10.56155/978-81-955020-9-7-28","","The goal of this study is to create and carry out a self-healing cloud system by combining an event-driven automation framework depending on the if-this-then-that principle for managing incidents and recovery. A recovery engine with Artificial Intelligence (AI)-based decision-making approaches is presented—which chooses the best remedial actions from a pre-established catalogue in order to maximise system reliability and minimise downtime. The system is tested on an OpenStack-based video on demand service—where multiple issues are replicated in order to assess the efficaciousness of various recovery actions and workflows. The decision-making module of the recovery engine examines data from these experiments to determine the most effective remedial actions, taking into account their impact on the quality of service and other factors. The recovery engine is only meant to need human input when it comes to parameterizing and optimising decision models at particular points in time. In order to show how these AI-driven decision-making techniques can enhance mean time to repair and overall service quality in cloud environments—the study presents and assesses their results. This novel strategy represents a change towards cloud systems that are more sturdy autonomous, and able to effectively manage anomalies and recover from failure. ","This study presents an AI-driven self-healing cloud system using event-driven automation and AI-based decision-making to enhance reliability, minimize downtime, and optimize mean time to repair in cloud environments through autonomous anomaly management and recovery."
"Method and system for self-learning issues remediation","https://scispace.com/paper/method-and-system-for-self-learning-issues-remediation-4t4n6v6xwb","2009","Patent","","Christopher Collard
John Igoe","","","A system and method are disclosed for automatically performing remediation operations on a plurality of information handling system (IHS) resources. Survey information related to a user of IHS resources is collected and processed to generate survey information. IHS resources used by the user are determined and associated configuration and operational information is collected and processed to generate imported information. The survey information and the imported information are then processed to generate state analysis information, which is then compared to a plurality of health baseline information. The results of the comparison operations are used to determine individual IHS resources not conforming to predetermined health baseline parameters. If an individual IHS resource does not conform to the predetermined health baseline parameters, then a remediation operation is automatically performed on the individual IHS resource.","In this paper, a system and method for automatically performing remediation operations on a plurality of information handling system (IHS) resources is disclosed for automatically performed remediation operation on individual IHS resources, and the results of the comparison operations are used to determine individual IH resources not conforming to predetermined health baseline parameters."
"SASH: Safe Autonomous Self-Healing","https://scispace.com/paper/sash-safe-autonomous-self-healing-137wjeqv","2023","Book Chapter","Lecture Notes in Computer Science","Gary L. White
Leonardo Lucio Custode
Owen O'Brien","10.1007/978-3-031-26507-5_12","","With the large scale and user demands on modern cloud systems there is a need for autonomous approaches to self-healing. When there is no operator in the loop for self-healing actions, it is crucial to ensure that the actions taken are safe and effective. In this paper we propose SASH: Safe Autonomous Self-Healing, which uses surrogate models to estimate the safety and effectiveness of self-healing actions. SASH uses system metrics, configuration parameters, domain information and available actions to decide on the best fault remediation action or combination of actions. The performance of the action(s) are then verified through a validation block that updates the knowledge base with how the actions performed for that fault. This data is then used to update the safety and effectiveness estimation algorithm. The results show the framework is able to successfully remediate faults with a low number of actions and with protection against unsafe actions. ","Safe Autonomous Self-healing (SASH) as discussed by the authors uses surrogate models to estimate the safety and effectiveness of selfhealing actions, which can be used to decide on the best fault remediation action or combination of actions."
"Advancing autonomous network optimization: A DevOps-based framework for self-healing telecommunications networks","https://scispace.com/paper/advancing-autonomous-network-optimization-a-devops-based-3bzcpk2gva30","2021","Journal Article","Open access research journal of multidisciplinary studies","Alan Collins
Oladimeji Hamza
Adeoluwa Eweje","10.53022/oarjms.2021.2.1.0042","","The evolving demands of modern telecommunications networks require continuous optimization to ensure reliability, performance, and scalability. This paper proposes an advanced framework for autonomous network optimization, utilizing a DevOps-driven approach to enable self-healing capabilities in telecommunications networks. The framework integrates automation, machine learning, and real-time anomaly detection to facilitate proactive network management, minimizing downtime and enhancing operational efficiency. In traditional telecom network management, the detection and resolution of network issues are often reactive, leading to delays and performance degradation. The proposed self-healing network system, based on DevOps principles, automates the entire process of anomaly detection, root cause analysis, and resolution. The framework employs machine learning algorithms to continuously monitor network traffic and performance metrics, enabling real-time identification of potential issues such as congestion, service degradation, or security breaches. Upon detecting anomalies, the system automatically triggers corrective actions, including rerouting traffic, optimizing resource allocation, or scaling network components, all without human intervention. The architecture integrates key DevOps elements, such as continuous integration/continuous deployment (CI/CD) pipelines, version control, and automated testing, to ensure rapid and reliable updates to the network infrastructure. This seamless integration of automation and machine learning enhances the system’s ability to adapt to evolving network conditions, providing a dynamic and self-optimizing network environment. The paper explores the benefits of this self-healing framework, including reduced operational costs, improved network uptime, and enhanced user experience. It also addresses the challenges associated with implementing such systems, including data quality, training models, and network complexity. Ultimately, this DevOps-based framework represents a significant step toward the future of autonomous, self-healing telecommunications networks, offering a foundation for the next generation of intelligent network management. ","This paper proposes a DevOps-based framework for self-healing telecommunications networks, integrating automation, machine learning, and real-time anomaly detection to enable proactive network management, minimize downtime, and enhance operational efficiency through continuous optimization and adaptation."
"Self-Healing in Knowledge-Driven Autonomous Networks: Context, Challenges, and Future Directions","https://scispace.com/paper/self-healing-in-knowledge-driven-autonomous-networks-context-5cksvfk8gf","2024","Journal Article","IEEE Network","Honglin Fang
Peng Yu
Cheng Tan
Junye Zhang
Defu Lin
Liyan Zhang
Yong Zeng
Wenjing Li
Luoming Meng","10.1109/mnet.2024.3416850","","With the advancement of communication and computer technology, network architectures have become increasingly complex, accompanied by the continual emergence of novel services. This increase in sophistication surpasses the abilities of manual maintenance and traditional network management solutions, thereby elevating the potential risk of network failures. This article provides a comprehensive review of significant network incidents that have occurred over the past decade and outlines the evolution of network self-healing. Building on these findings, we propose an effective knowledge-driven self-healing pattern (KSHP) suitable for a broad spectrum of network failure scenarios, designed to alleviate the challenges of automation and scalability in autonomous networks. In our case study, we implemented a self-healing agent following the KSHP schema to mitigate network service failures caused by link congestion. The experimental results validate the efficacy and practicality of KSHP in network fault scenarios. Furthermore, future directions are discussed and analyzed in detail. The insights presented in this article provide a basic pattern for the knowledge-driven self-healing framework, facilitating the achievement of Level 5 autonomous networks.","This article reviews network self-healing, proposing a knowledge-driven pattern (KSHP) to mitigate failures in autonomous networks, validated through a case study, and discusses future directions for achieving Level 5 autonomous networks with enhanced automation and scalability."
"Frequency drift correction in subscriber terminals","https://scispace.com/paper/frequency-drift-correction-in-subscriber-terminals-2hr4vwgcbw","1996","Patent","","Allan Evans
Horen Chen","","","A frequency control system and method for minimizing frequency drifts in subscriber terminals in a point-to-multipoint system is described enabling the use of low cost oscillators (5) in the subscriber terminals by measuring the frequency offset (9) of the subscriber terminal's receiver to estimate its oscillator frequency drift which is then used to correct the subscriber terminal's transmitter (12) frequency and also by feedback of a frequency correction from the base station to the subscriber.","In this article, a frequency control system and method for minimizing frequency drifts in subscriber terminals in a point-to-multipoint system is described enabling the use of low cost oscillators in the subscriber terminals by measuring the frequency offset (9) of the subscriber terminal's receiver to estimate its oscillator frequency drift which is then used to correct the user's transmitter's frequency and also by feedback of a frequency correction from the base station to the subscriber."
